Role,Last Name,First Name,Competitor ID,Event Date,Event Name,Event Location,Division,Result,Points,Num Entries
F,Yeo,Melody,320,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,6,0,9
L,Housego,Cliff,376,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,7,0,6
F,Skredsvig,Haley,176,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,7,0,9
L,Thompson,Joe,931,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,8,0,6
F,Yeo,Melody,320,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,8,0,9
L,Cauthen,James,164,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,9,0,6
F,Brown,Cheryl,825,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Advanced,9,0,9
L,Leija,Augie,2010,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,1,0,8
F,Wald,Nadine,1529,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,1,0,8
L,Miller,David,919,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,2,0,8
F,Brown,Cheryl,825,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,2,0,8
L,Smith,Jeff,1810,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,3,0,8
F,Cummins,Krista,1929,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,3,0,8
L,Ingenthron,Rob,453,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,4,0,8
F,Parsel,Leslie,1654,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,4,0,8
L,Martin,William,725,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,5,0,8
F,Grothe,Kathy,158,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,5,0,8
L,Housego,Cliff,376,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,6,0,8
F,Halladay,Mindy,274,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,6,0,8
L,Cruz,Mark,404,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,7,0,8
F,French,Tina,1653,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,7,0,8
L,Welch,Russell,1245,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,8,0,8
F,Wells-Cranshaw,Tanya,738,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Sophisticated,8,0,8
L,Miller,David,919,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,1,0,14
F,La Douceur,Pat,1965,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,1,0,9
L,Walkup,David,136,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,2,0,14
F,Brown,Cheryl,825,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,2,0,9
L,Ingenthron,Rob,453,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,3,0,14
F,Haims,Laura,2090,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,3,0,9
L,Thompson,Joe,931,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,4,0,14
F,Halladay,Mindy,274,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,4,0,9
L,Housego,Cliff,376,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,5,0,14
F,Ringenbach,Shannon,2032,1/2/2026,UCWDC Worlds,"Phoenix, AZ",Masters,5,0,9
